,pre,post,cel_jsh_chemical.csv' with 108 nodes and 817 edges_weight,cel_n2u_chemical.csv' with 89 nodes and 986 edges_weight,witvliet_2020_1_L1_chem.csv' with 76 nodes and 349 edges_weight,witvliet_2020_2_L1_chem.csv' with 77 nodes and 410 edges_weight,witvliet_2020_3_L1_chem.csv' with 77 nodes and 419 edges_weight,witvliet_2020_4_L1_chem.csv' with 81 nodes and 469 edges_weight,witvliet_2020_5_L2_chem.csv' with 84 nodes and 620 edges_weight,witvliet_2020_6_L3_chem.csv' with 85 nodes and 611 edges_weight,witvliet_2020_7_ad_chem.csv' with 88 nodes and 859 edges_weight,witvliet_2020_8_ad_chem.csv' with 88 nodes and 838 edges_weight,conserved,average_size
524,RIM,SDQ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
525,RIM,SIBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
526,RIM,pBWM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
527,RIM,pBWM6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
528,RIP,URA,47.0,57.0,7.0,10.0,10.0,16.0,18.0,14.0,16.0,14.0,10,20.9
529,RIP,RIP,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
530,RIP,RME,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
531,RIP,SAA,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0
532,RIP,SDQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
533,RIP,URX,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0
534,RIP,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
535,SDQ,SDQ,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5,3.0
536,SDQ,SIBV,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,5,1.6
537,SDQ,URB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
538,SDQ,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
539,SDQ,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
540,SDQ,SMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0
541,SMB,SMD,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5,1.8
542,SMB,SMB,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665
543,SMB,URB,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4,4.0
544,SMB,URX,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.3333333333333335
545,SMB,URY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
546,SMB,VB01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
547,SMB,excgl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5
548,SMB,g,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
549,SMB,hyp,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
550,SMB,mus-?,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0
551,SMB,pBWM,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0
552,SMB,pBWM3,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37.0
553,SMB,pBWM4,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,43.0
554,SMB,pBWM6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0
555,SMB,pBWM8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0
556,URB,URX,49.0,50.0,4.0,5.0,4.0,8.0,10.0,11.0,20.0,17.0,10,17.8
557,URB,URB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.5
558,URB,URY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
559,URX,URX,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
560,URX,URY,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
561,AIN,AIN,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4,1.5
562,AIN,ASE,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,10,2.7
563,AIN,AUA,4.0,7.0,3.0,4.0,4.0,4.0,8.0,6.0,7.0,8.0,10,5.5
564,AIN,BAG,20.0,15.0,3.0,1.0,5.0,7.0,6.0,12.0,19.0,16.0,10,10.4
565,AIN,CEPV,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,7,2.142857142857143
566,AIN,CEPsh,1.0,0.0,4.0,2.0,2.0,5.0,7.0,9.0,11.0,8.0,9,5.444444444444445
567,AIN,RIB,13.0,14.0,2.0,0.0,1.0,3.0,5.0,7.0,15.0,13.0,9,8.11111111111111
568,AIN,AWC,0.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,5,2.0
569,AIN,IL2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
570,AIN,RID,0.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,7,2.142857142857143
571,AIN,RIM,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4,2.25
572,AIN,ASK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3,1.3333333333333333
573,AIN,ASG,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.3333333333333335
574,AIN,ASI,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.333333333333333
575,AIN,AIY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
576,AIN,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
577,AIN,CEPD,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
578,AIN,RMDV,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
579,AIN,RMF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.5
580,AIN,SAA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
581,AIN,URX,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.5
582,AIN,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5
583,AIN,RIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
584,AIN,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
585,AIN,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
586,AIN,hyp,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
587,AIN,sheath-21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
588,ALM,AVB,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,1.0
589,ALM,AVD,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,5,3.2
590,ALM,BDU,45.0,34.0,3.0,3.0,4.0,7.0,13.0,14.0,23.0,19.0,10,16.5
591,ALM,CEPD,15.0,5.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,9.0,10,5.1
592,ALM,CEPV,9.0,6.0,0.0,0.0,3.0,5.0,5.0,6.0,10.0,9.0,8,6.625
593,ALM,CEPsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
594,ALM,PVC,25.0,25.0,0.0,0.0,0.0,2.0,2.0,9.0,12.0,17.0,7,13.142857142857142
595,ALM,RIF,4.0,7.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,9,3.3333333333333335
596,ALM,SDQ,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,4,3.0
597,ALM,AVE,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2.5
598,ALM,AVF,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,3.0
599,ALM,IL2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
600,ALM,PVR,7.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,5,2.8
601,ALM,RID,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.0
602,ALM,RMG,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,1.75
603,ALM,ASH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
604,ALM,URB,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
605,ALM,ALM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
606,ALM,AVJ,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5
607,ALM,PVN,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4,2.75
608,ALM,RIC,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0
609,ALM,RMDD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
610,ALM,SIA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
611,ALM,SMB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
612,ALM,SMD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
613,ALM,URX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
614,ALM,ALN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
615,ALM,HSN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
616,ALM,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3.0
617,ALM,OLL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
618,ALM,SAA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
619,ALM,pBWM6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
620,AQR,AVA,11.0,10.0,0.0,0.0,0.0,4.0,12.0,11.0,8.0,13.0,7,9.857142857142858
621,AQR,AVB,18.0,20.0,0.0,0.0,0.0,3.0,13.0,6.0,11.0,5.0,7,10.857142857142858
622,AQR,AVD,9.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,7,3.4285714285714284
623,AQR,AVH,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4,1.75
624,AQR,BAG,11.0,16.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,11.0,6,9.0
625,AQR,DVA,6.0,13.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,4.0,6,6.0
626,AQR,PVC,10.0,7.0,0.0,0.0,0.0,2.0,8.0,4.0,6.0,11.0,7,6.857142857142857
627,AQR,PVP,19.0,18.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,7.0,6,10.0
628,AQR,RIA,6.0,16.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,17.0,7,8.142857142857142
629,AQR,RIR,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,14.0,6,4.166666666666667
630,AQR,RIB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
631,AQR,RIG,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,1.3333333333333333
632,AQR,URX,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3,2.6666666666666665
633,AQR,AVJ,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.3333333333333335
634,AQR,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
635,AQR,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
636,AQR,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
637,AQR,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
638,AQR,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
639,AQR,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
640,AQR,FLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
641,AQR,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
642,AQR,SAA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
643,BDU,CEPsh,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,4,3.0
644,BDU,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
645,BDU,PVR,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,3,2.6666666666666665
646,BDU,RIF,0.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,5.0,2.0,8,2.375
647,BDU,RMG,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4,2.0
648,BDU,SDQ,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,5,1.8
649,BDU,URA,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5,2.4
650,BDU,PVC,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,7,2.142857142857143
651,BDU,SIBV,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5
652,BDU,SMB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
653,BDU,URB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
654,BDU,IL2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1.0
655,BDU,SIBD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
656,BDU,BDU,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
657,BDU,GLR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
658,BDU,CEPD,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
659,BDU,CEPV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
660,BDU,HSN,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4,8.25
661,BDU,PVN,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,4,22.25
662,BDU,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
663,BDU,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
664,BDU,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,2.0
665,BDU,RIM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
666,BDU,SMD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
667,BDU,hyp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
668,BWM,IL1,0.0,0.0,17.0,30.0,33.0,26.0,57.0,64.0,109.0,75.0,8,51.375
669,BWM,RIM,0.0,0.0,3.0,2.0,7.0,9.0,7.0,13.0,15.0,15.0,8,8.875
670,BWM,RIV,0.0,0.0,0.0,0.0,1.0,6.0,5.0,23.0,36.0,43.0,6,19.0
671,BWM,RMD,0.0,0.0,5.0,10.0,12.0,8.0,12.0,18.0,41.0,41.0,8,18.375
672,BWM,RMDD,0.0,0.0,9.0,19.0,21.0,24.0,39.0,46.0,67.0,76.0,8,37.625
673,BWM,RMDV,0.0,0.0,11.0,20.0,21.0,17.0,56.0,61.0,102.0,91.0,8,47.375
674,BWM,RME,0.0,0.0,24.0,35.0,45.0,60.0,81.0,103.0,161.0,147.0,8,82.0
675,BWM,RMG,0.0,0.0,0.0,0.0,2.0,5.0,10.0,26.0,48.0,28.0,6,19.833333333333332
676,BWM,RMH,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,26.0,25.0,4,24.25
677,BWM,SMB,0.0,0.0,21.0,29.0,36.0,33.0,49.0,64.0,88.0,90.0,8,51.25
678,BWM,SMD,0.0,0.0,10.0,12.0,12.0,13.0,27.0,16.0,29.0,34.0,8,19.125
679,BWM,URA,0.0,0.0,12.0,15.0,20.0,28.0,33.0,35.0,65.0,69.0,8,34.625
680,BWM,URY,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,14.0,13.0,4,9.25
681,BWM,RIC,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0
682,BWM,URB,0.0,0.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,5,2.8
683,BWM,IL2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,3,3.0
684,BWM,RIH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
685,BWM,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2,2.0
686,BWM,CEPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1.5
687,BWM,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
688,BWM,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,2,29.5
689,BWM,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0
690,CEPD,IL1,24.0,34.0,0.0,1.0,1.0,5.0,5.0,11.0,7.0,13.0,9,11.222222222222221
691,CEPD,OLL,21.0,38.0,4.0,8.0,10.0,18.0,18.0,11.0,33.0,44.0,10,20.5
692,CEPD,OLQ,30.0,50.0,0.0,3.0,2.0,3.0,9.0,11.0,13.0,12.0,9,14.777777777777779
693,CEPD,PVR,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4,1.25
694,CEPD,RIA,1.0,1.0,0.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,9,2.111111111111111
695,CEPD,RIB,0.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,6,3.0
696,CEPD,RIC,37.0,54.0,5.0,10.0,7.0,8.0,9.0,10.0,19.0,17.0,10,17.6
697,CEPD,RIH,0.0,11.0,0.0,1.0,3.0,3.0,1.0,5.0,7.0,5.0,8,4.5
698,CEPD,RIP,6.0,8.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,7,3.142857142857143
699,CEPD,RIS,8.0,8.0,1.0,2.0,2.0,1.0,3.0,3.0,7.0,6.0,10,4.1
700,CEPD,RMDD,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5,1.4
701,CEPD,RMDV,11.0,23.0,0.0,2.0,6.0,9.0,11.0,6.0,9.0,16.0,9,10.333333333333334
702,CEPD,RMH,13.0,17.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,8.0,7,7.857142857142857
703,CEPD,SIA,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5,2.8
704,CEPD,URA,7.0,11.0,0.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,8,4.25
705,CEPD,URB,11.0,28.0,4.0,4.0,3.0,7.0,8.0,6.0,8.0,9.0,10,8.8
706,CEPD,URY,6.0,13.0,1.0,2.0,0.0,2.0,3.0,7.0,7.0,6.0,9,5.222222222222222
707,CEPD,SIBV,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,1.0
708,CEPD,SMB,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5,3.4
709,CEPD,SMD,5.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,7,2.857142857142857
710,CEPD,RME,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
711,CEPD,IL2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1.5
712,CEPD,CEPD,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0
713,CEPD,CEPV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
714,CEPD,PVN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
715,CEPD,RIF,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
716,CEPD,RMD,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
717,CEPD,RMG,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.75
718,CEPD,SIBD,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
719,CEPD,URX,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4,5.25
720,CEPD,RMF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3,2.3333333333333335
721,CEPD,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
722,CEPD,RIG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
723,CEPD,pBWM3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
724,CEPD,pBWM6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
725,CEPV,IL1,15.0,17.0,0.0,0.0,1.0,3.0,4.0,6.0,8.0,9.0,8,7.875
726,CEPV,OLL,35.0,48.0,8.0,12.0,8.0,21.0,21.0,23.0,30.0,35.0,10,24.1
727,CEPV,OLQ,20.0,30.0,1.0,2.0,4.0,6.0,10.0,11.0,11.0,12.0,10,10.7
728,CEPV,RIA,1.0,5.0,2.0,1.0,1.0,3.0,6.0,3.0,2.0,6.0,10,3.0
729,CEPV,RIB,5.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4,4.5
730,CEPV,RIC,58.0,64.0,7.0,9.0,9.0,7.0,12.0,16.0,22.0,19.0,10,22.3
731,CEPV,RIH,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,6,4.166666666666667
732,CEPV,RIP,2.0,7.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,8,2.875
733,CEPV,RIS,17.0,11.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,5.0,10,5.7
734,CEPV,RMD,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,5,1.2
735,CEPV,RMDD,9.0,13.0,0.0,2.0,4.0,6.0,7.0,7.0,15.0,15.0,9,8.666666666666666
736,CEPV,RMH,8.0,31.0,0.0,0.0,0.0,0.0,5.0,7.0,10.0,7.0,6,11.333333333333334
737,CEPV,SIA,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4,4.5
738,CEPV,SMD,11.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,5.0,10,4.5
739,CEPV,URA,8.0,10.0,0.0,0.0,1.0,1.0,5.0,5.0,7.0,5.0,8,5.25
740,CEPV,URB,7.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,8.0,9.0,8,4.875
741,CEPV,URY,1.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,10,2.6
742,CEPV,CEPsh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.0
743,CEPV,IL2,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,1.6
744,CEPV,PVR,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,7,1.5714285714285714
745,CEPV,SMB,0.0,11.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,5,4.2
746,CEPV,PVQ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
747,CEPV,RIM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
748,CEPV,RIF,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
749,CEPV,RIV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
750,CEPV,RMDV,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.5
751,CEPV,RMG,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.3333333333333333
752,CEPV,URX,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4,2.75
753,CEPV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
754,CEPV,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
755,CEPV,RMF,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0
756,CEPV,pBWM3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
757,CEPsh,DVC,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,4,2.0
758,CEPsh,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0
759,CEPsh,PVQ,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,7,1.4285714285714286
760,CEPsh,PVT,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,4,2.75
761,CEPsh,RIG,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0
